lp1,lp2,lp3,rp1,rp2,rp3,lt1,lt2,lr3,rt1,rt2,rt3,time
0.000000, 0.000000, 1.085734, 1.052534, 0.000000, 0.304129, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9206 
0.000000, 0.000000, 1.089647, 0.695546, 0.000000, 0.403992, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9256 
0.000000, 0.000000, 1.075406, 1.358412, 0.000000, 0.208980, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9306 
0.000000, 0.000000, 1.127704, 1.031741, 0.000000, 0.597175, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9356 
0.000000, 0.000000, 1.178439, 0.952589, 0.000000, 0.212675, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9406 
0.000000, 0.000000, 1.083149, 0.872354, 0.000000, 0.215846, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9456 
0.000000, 0.000000, 1.243023, 1.328797, 0.000000, 0.436972, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9506 
0.000000, 0.000000, 1.097657, 0.805136, 0.000000, 0.465153, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9556 
0.000000, 0.000000, 1.278967, 0.813280, 0.000000, 0.307403, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9606 
0.000000, 0.000000, 1.069236, 1.109482, 0.000000, 0.157033, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9656 
0.000000, 0.000000, 1.143007, 0.865285, 0.000000, 0.377468, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9706 
0.000000, 0.000000, 1.038762, 0.729488, 0.000000, 0.121776, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9756 
0.000000, 0.000000, 1.179426, 0.938839, 0.000000, 0.223007, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9806 
0.000000, 0.000000, 1.125233, 1.285670, 0.000000, 0.050719, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9856 
0.000000, 0.000000, 1.119519, 0.652272, 0.000000, 0.254236, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9906 
0.000000, 0.000000, 1.222357, 1.077842, 0.000000, 0.118290, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 30.000000, 9956 
